Date,Product,Brand,Price,List_Price,Unit
2026-03-29,aceite de oliva carrefour classic virgen en botella 500 ml,carrefour,10018.8,10890.0,1.0 un
2026-03-29,ajo picado deshidratado 50 g.,genérico,1169.0,1169.0,1.0 un
2026-03-29,ají molido x 50 g.,genérico,1099.0,1279.0,1.0 un
2026-03-29,arroz molinos ala largo fino 00000 bolsa 500 g.,molinos ala,1050.0,1050.0,1.0 un
2026-03-29,tomate perita cubeteado arcor 400 g.,arcor,1575.0,1575.0,1.0 un
2026-03-29,tomate perita arcor 400 g.,arcor,1269.0,1269.0,1.0 un
2026-03-29,mayonesa mayoliva aceite de oliva 250 cc.,mayoliva,2389.0,2389.0,1.0 un
2026-03-29,salsa de soja la parmesana 300 g.,la parmesana,2700.0,2700.0,1.0 un
2026-03-29,sal parrillera dos anclas caja 500 g.,dos anclas,1359.0,1359.0,1.0 un
2026-03-29,harina leudante caserita x 1 kg,caserita,1499.0,1499.0,1.0 un
2026-03-29,sal fina celusal 500 g.,celusal,1685.0,1685.0,1.0 un
2026-03-29,picadillo de carne swift 90 g.,swift,1265.0,1265.0,1.0 un
2026-03-29,avena instantánea quaker en caja 500 grs,quaker,3539.0,3539.0,1.0 un
2026-03-29,galletitas saladas saladix sabor pizza 40 grs,saladix,999.0,999.0,1.0 un
2026-03-29,galletitas original club social x6 24 grs,club social,2600.22,2600.22,1.0 un
2026-03-29,picadillo de carne bulnez en lata 90 grs,bulnez,610.0,849.0,1.0 un
2026-03-29,aceite de oliva virgen carrefour classic pet 500 ml,carrefour,9860.6,10490.0,1.0 un
2026-03-29,arroz largo fino bulnez 500 grs,bulnez,619.0,619.0,1.0 un
2026-03-29,fideos secos bulnez pamperitos 500 grs,bulnez,959.0,959.0,1.0 un
2026-03-29,papas fritas pehuamar acanaladas 450 grs,pehuamar,9900.0,9900.0,1.0 un
2026-03-29,baguetin carrefour classic sabor jamón 70 grs,carrefour,872.69,959.0,1.0 un
2026-03-29,aceitunas verdes nucete dp 220 grs,nucete,1389.0,1389.0,1.0 un
2026-03-29,lentejón carrefour classic 400 grs,carrefour,1990.0,1990.0,1.0 un
2026-03-29,maíz pisingallo carrefour classic 400 grs,carrefour,809.0,809.0,1.0 un
2026-03-29,fideos ramen arcor sabor carne 70 grs,arcor,1479.0,1479.0,1.0 un
2026-03-29,fideos ramen arcor sabor pollo 70 grs,arcor,1479.0,1479.0,1.0 un
2026-03-29,puré de tomate corper sin gluten 520 grs,corper,999.0,999.0,1.0 un
2026-03-29,tomate triturado corper sin gluten 910 grs,corper,2289.0,2289.0,1.0 un
2026-03-29,fideos cabello de angel nido carrefour classic 500 grs,carrefour,1306.6,2290.0,1.0 un
2026-03-29,polenta instantanea molinos ala 500 grs,molinos ala,800.0,800.0,1.0 un
2026-03-29,gelatina light carrefour classic sabor frambuesa 20 grs,carrefour,873.27,939.0,1.0 un
2026-03-29,salsa barbacoa hellmanns dp 250 grs,hellmanns,2579.0,2579.0,1.0 un
2026-03-29,garbanzo seco carrefour classic remojado 340 grs,carrefour,751.06,989.0,1.0 un
2026-03-29,choclo amarillo carrefour classic cremoso 340 grs,carrefour,626.05,979.0,1.0 un
2026-03-29,fideos de arroz sin tacc wakas fusilli con quinoa 300 grs,wakas,3199.0,3199.0,1.0 un
2026-03-29,harina de trigo 00 chacabuco napolitana 1 kg,chacabuco,2299.0,2299.0,1.0 un
2026-03-29,caldo de verdura bulnez 6 uni,bulnez,659.0,659.0,1.0 un
2026-03-29,fideo tallarin bulnez en paquete 500 g.,bulnez,839.0,839.0,1.0 un
