Date,Product,Brand,Price,List_Price,Unit
2026-04-12,lomitos de atún carrefour al natural 170 g.,carrefour,2934.8,3190.0,1.0 un
2026-04-12,choclo en granos amarillo carrefour classic en lata 300 g.,carrefour,1106.7,1190.0,1.0 un
2026-04-12,arroz parboil gallo oro en bolsa 1 kg.,gallo,2500.0,2500.0,1.0 un
2026-04-12,mayonesa hellmanns liviana doypack 475 g.,hellmanns,2099.0,2800.0,1.0 un
2026-04-12,aceite de girasol carrefour classic  alto omega pet 900 cc.,carrefour,2998.6,3190.0,1.0 un
2026-04-12,mayonesa clásica hellmanns sin tacc doypack 475 g.,hellmanns,2889.0,2889.0,1.0 un
2026-04-12,puré de tomate carrefour classic 520 g.,carrefour,692.1,899.0,1.0 un
2026-04-12,aceite de girasol cañuelas 1.5 l.,cañuelas,5919.0,5919.0,1.0 un
2026-04-12,mayonesa natura 475 g.,natura,2719.0,2719.0,1.0 un
2026-04-12,lomitos de atún carrefour en aceite 170 g.,carrefour,2934.8,3190.0,1.0 un
2026-04-12,arroz largo fino molinos ala 1 kg.,molinos ala,1790.0,1790.0,1.0 un
2026-04-12,aceite de girasol natura 1.5 l.,natura,5055.2,6319.0,1.0 un
2026-04-12,puré de tomate carrefour classic tetra 520 grs,carrefour,715.17,899.0,1.0 un
2026-04-12,puré de tomate arcor brik 520 g.,arcor,1029.0,1029.0,1.0 un
2026-04-12,tomate perita entero carrefour classic en lata 400 cc.,carrefour,939.06,999.0,1.0 un
2026-04-12,puré de tomate la campagnola tetra 530 g.,la campagnola,1135.0,1135.0,1.0 un
2026-04-12,sal fina bulnez en bolsa 500 g.,bulnez,739.0,739.0,1.0 un
2026-04-12,caldo knorr de verdura deshidratado 12 cubos,knorr,2670.0,2670.0,1.0 un
2026-04-12,arroz largo fino 00000 carrefour classic en bolsa 1 kg.,carrefour,1370.8,1490.0,1.0 un
2026-04-12,arvejas secas remojadas carrefour classic en lata 300 g.,carrefour,586.51,659.0,1.0 un
2026-04-12,garbanzos secos remojados carrefour classic en lata 300 g.,carrefour,806.6,1090.0,1.0 un
2026-04-12,fideos tallarines don vicente en bolsa 500 g.,don vicente,3399.0,3399.0,1.0 un
2026-04-12,fideos tirabuzones n28 matarazzo 500 g.,matarazzo,1849.0,1849.0,1.0 un
2026-04-12,fideos spaghetti n3 matarazzo 500 g.,matarazzo,1849.0,1849.0,1.0 un
2026-04-12,avena instantanea morixe 400 g.,morixe,2195.0,2195.0,1.0 un
2026-04-12,fideos tallarin n5 lucchetti 500 g.,matarazzo,1499.0,1499.0,1.0 un
2026-04-12,fideos tirabuzon n28 lucchetti 500 g.,luchetti,1499.0,1499.0,1.0 un
2026-04-12,fideos mostacholes n52 lucchetti rayado 500 g.,lucchetti,1499.0,1499.0,1.0 un
2026-04-12,fideos mostacholes n52 matarazzo rayado 500 g.,matarazzo,1849.0,1849.0,1.0 un
2026-04-12,fideos tirabuzón terrabusi 3 vegetales 500 g.,terrabusi,1349.0,1349.0,1.0 un
2026-04-12,mostaza savora oiginal doypack 500 g.,savora,2073.75,2765.0,1.0 un
2026-04-12,ketchup hellmanns regular doypack 250 g.,hellmanns,1815.0,2270.0,1.0 un
